Country,Region,Status,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Adult_mortality_cat,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,GDP_per_capita_cat,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Schooling_cat,Life_expectancy
Singapore,Asia,Developing,2006,2.3,2.9,65.786,Bajo,1.55,95,96,23.5,95,95,0.14,44160,Alto,4.4,2.1,2,10.1,Alto,80.1
Singapore,Asia,Developing,2007,2.3,2.9,63.981,Bajo,1.59,96,96,23.5,97,97,0.13,46180,Alto,4.59,2.1,2,10.2,Alto,80.4
Singapore,Asia,Developing,2008,2.3,2.8,62.236,Bajo,1.69,97,96,23.5,97,97,0.12,44602,Alto,4.84,2.1,2.1,10.5,Alto,80.8
Singapore,Asia,Developing,2009,2.3,2.8,60.491,Bajo,1.73,96,95,23.5,97,97,0.12,43333,Alto,4.99,2.1,2.1,10.5,Alto,81.2
Singapore,Asia,Developing,2010,2.3,2.8,58.746,Bajo,1.84,96,96,23.5,96,96,0.11,48753,Alto,5.08,2.1,2.1,11.2,Alto,81.5
Singapore,Asia,Developing,2011,2.2,2.8,57.001,Bajo,1.89,96,96,23.6,96,96,0.1,50714,Alto,5.18,2.1,2.1,11.2,Alto,81.7
Singapore,Asia,Developing,2012,2.2,2.8,55.2565,Bajo,1.94,97,95,23.6,97,97,0.1,51680,Alto,5.31,2.2,2.1,11.3,Alto,82
Singapore,Asia,Developing,2013,2.2,2.8,53.8245,Bajo,1.86,97,90,23.6,97,97,0.09,53300,Alto,5.4,2.2,2.2,11.4,Alto,82.2
Singapore,Asia,Developing,2014,2.2,2.7,52.393,Bajo,1.84,96,90,23.6,96,96,0.08,54683,Alto,5.47,2.2,2.2,11.4,Alto,82.5
Singapore,Asia,Developing,2015,2.2,2.7,50.9615,Bajo,1.82,96,90,23.6,96,96,0.07,55647,Alto,5.54,2.2,2.2,11.5,Alto,82.7
Slovak Republic,European Union,Developed,2000,8.2,9.8,147.9935,Medio,11.33,98,97,25.5,98,99,0.01,8915,Alto,5.39,1.6,1.7,10.3,Alto,73.1
Slovak Republic,European Union,Developed,2001,7.9,9.4,146.314,Medio,11.12,99,97,25.5,99,99,0.01,9222,Alto,5.38,1.5,1.6,10.1,Alto,73.4
Slovak Republic,European Union,Developed,2002,7.6,9.1,145.3625,Medio,11.16,99,97,25.6,98,99,0.01,9641,Alto,5.38,1.5,1.6,10.3,Alto,73.6
Slovak Republic,European Union,Developed,2003,7.3,8.8,144.053,Medio,10.23,99,97,25.6,98,99,0.01,10178,Alto,5.37,1.5,1.6,10.4,Alto,73.6
Slovak Republic,European Union,Developed,2004,7.1,8.5,138.1965,Medio,10.52,99,97,25.7,99,99,0.01,10717,Alto,5.37,1.4,1.5,10.6,Alto,74
Slovak Republic,European Union,Developed,2005,6.8,8.2,139.5745,Medio,11.06,99,97,25.7,99,99,0.01,11426,Alto,5.37,1.4,1.5,10.8,Alto,73.9
Slovak Republic,European Union,Developed,2006,6.6,7.9,136.22,Medio,10.89,99,97,25.8,99,99,0.01,12396,Alto,5.37,1.4,1.5,10.9,Alto,74.2
Slovak Republic,European Union,Developed,2007,6.4,7.7,137.7115,Medio,10.96,99,97,25.8,99,99,0.01,13734,Alto,5.37,1.3,1.4,11.1,Alto,74.2
Slovak Republic,European Union,Developed,2008,6.1,7.4,134.367,Medio,11.87,99,97,25.9,99,99,0.01,14488,Alto,5.38,1.3,1.4,11.2,Alto,74.7
Slovak Republic,European Union,Developed,2009,5.9,7.2,129.606,Medio,11.13,99,97,26,99,99,0.01,13679,Alto,5.39,1.3,1.4,11.4,Alto,74.9
Slovak Republic,European Union,Developed,2010,5.8,7,121.948,Bajo,10.16,99,97,26,99,99,0.01,14526,Alto,5.39,1.3,1.3,11.6,Alto,75.1
Slovak Republic,European Union,Developed,2011,5.6,6.8,120.157,Bajo,10.27,99,97,26.1,99,99,0.01,14890,Alto,5.4,1.2,1.3,12.1,Alto,76
Slovak Republic,European Union,Developed,2012,5.5,6.6,115.561,Bajo,10.14,99,97,26.2,99,99,0.01,15067,Alto,5.41,1.2,1.3,12.3,Alto,76.1
Slovak Republic,European Union,Developed,2013,5.3,6.5,111.094,Bajo,9.9,98,97,26.2,98,98,0.01,15149,Alto,5.41,1.2,1.3,12.2,Alto,76.4
Slovak Republic,European Union,Developed,2014,5.2,6.4,108.859,Bajo,10.26,97,97,26.3,97,97,0.01,15547,Alto,5.42,1.2,1.2,12.3,Alto,76.8
Slovak Republic,European Union,Developed,2015,5.1,6.2,110.515,Bajo,10.27,96,97,26.4,96,96,0.02,16342,Alto,5.42,1.2,1.2,12.5,Alto,76.6
Slovenia,European Union,Developed,2000,4.6,5.5,120.8335,Bajo,12.8,88,98,25.4,93,91,0.02,16241,Alto,1.99,2.2,2.3,11.6,Alto,75.4
Slovenia,European Union,Developed,2001,4.3,5.2,121.8735,Bajo,11.58,88,98,25.4,93,92,0.02,16737,Alto,1.99,2.2,2.2,11.5,Alto,75.8
Slovenia,European Union,Developed,2002,4.1,4.9,115.2275,Bajo,9.87,88,98,25.5,93,93,0.02,17302,Alto,1.99,2.1,2.2,11.5,Alto,76
Slovenia,European Union,Developed,2003,3.9,4.7,117.617,Bajo,11.55,88,98,25.6,95,95,0.03,17803,Alto,2,2,2.1,11.5,Alto,76.9
Slovenia,European Union,Developed,2004,3.7,4.4,111.937,Bajo,10.01,88,99,25.6,94,94,0.03,18568,Alto,2,2,2,12,Alto,77.2
Slovenia,European Union,Developed,2005,3.5,4.2,101.813,Bajo,11.19,88,99,25.7,95,95,0.03,19239,Alto,2,1.9,2,11.7,Alto,77.6
Slovenia,European Union,Developed,2006,3.3,4,102.7445,Bajo,12.26,88,99,25.8,97,97,0.03,20280,Alto,2.01,1.8,1.9,11.8,Alto,78.1
Slovenia,European Union,Developed,2007,3.1,3.8,99.0175,Bajo,11.02,88,98,25.9,97,97,0.03,21575,Alto,2.02,1.8,1.8,11.8,Alto,78.6
Slovenia,European Union,Developed,2008,2.9,3.6,94.189,Bajo,10.94,88,98,25.9,97,97,0.03,22297,Alto,2.02,1.7,1.7,11.9,Alto,78.8
Slovenia,European Union,Developed,2009,2.8,3.4,88.8695,Bajo,10.52,88,98,26,96,96,0.03,20428,Alto,2.04,1.7,1.7,12.1,Alto,79
Slovenia,European Union,Developed,2010,2.6,3.2,86.192,Bajo,10.33,88,96,26.1,96,96,0.02,20613,Alto,2.05,1.6,1.6,12.1,Alto,79.4
Slovenia,European Union,Developed,2011,2.5,3.1,81.406,Bajo,10.61,88,96,26.2,96,96,0.02,20747,Alto,2.05,1.6,1.6,12.2,Alto,80
Slovenia,European Union,Developed,2012,2.4,2.9,80.7685,Bajo,10.95,88,96,26.2,96,96,0.02,20157,Alto,2.06,1.5,1.5,11.7,Alto,80.1
Slovenia,European Union,Developed,2013,2.3,2.8,77.3625,Bajo,9.53,88,95,26.3,95,95,0.02,19922,Alto,2.06,1.4,1.4,11.7,Alto,80.3
Slovenia,European Union,Developed,2014,2.2,2.7,69.2825,Bajo,10.92,88,94,26.4,95,95,0.01,20454,Alto,2.06,1.4,1.4,11.9,Alto,81.1
Slovenia,European Union,Developed,2015,2.1,2.6,73.356,Bajo,11.49,88,96,26.5,95,95,0.01,20890,Alto,2.06,1.4,1.3,12,Alto,80.8
Solomon Islands,Oceania,Developing,2000,25.6,30.7,228.169,Alto,0.71,81,65,24.9,88,86,0.17,1939,Bajo,0.41,1.4,1.4,4.6,Bajo,67.4
Solomon Islands,Oceania,Developing,2001,25.3,30.4,221.1905,Alto,0.7,83,65,25,88,84,0.17,1737,Bajo,0.42,1.4,1.4,4.6,Bajo,67.8
Solomon Islands,Oceania,Developing,2002,25.1,30.1,214.212,Alto,1.09,75,65,25.1,78,78,0.17,1644,Bajo,0.44,1.4,1.4,4.7,Bajo,68.2
Solomon Islands,Oceania,Developing,2003,24.9,29.8,208.273,Medio,1.2,79,65,25.2,84,84,0.17,1706,Bajo,0.45,1.3,1.3,4.7,Bajo,68.5
Solomon Islands,Oceania,Developing,2004,24.7,29.6,202.334,Medio,1.21,81,65,25.3,89,90,0.17,1774,Bajo,0.46,1.3,1.3,4.8,Bajo,68.8
Solomon Islands,Oceania,Developing,2005,24.4,29.3,196.3945,Medio,1.13,83,65,25.3,90,89,0.17,1827,Bajo,0.47,1.3,1.3,4.8,Bajo,69.2
Solomon Islands,Oceania,Developing,2006,24.1,28.9,190.4555,Medio,1.01,99,65,25.4,99,99,0.17,1871,Bajo,0.48,1.3,1.3,4.9,Bajo,69.5
Solomon Islands,Oceania,Developing,2007,23.8,28.4,184.517,Medio,0.82,90,65,25.5,89,90,0.17,1910,Bajo,0.49,1.2,1.2,4.9,Bajo,69.8
Solomon Islands,Oceania,Developing,2008,23.3,27.8,179.355,Medio,1.07,89,65,25.6,88,89,0.17,1976,Bajo,0.5,1.2,1.2,5,Bajo,70.1
Solomon Islands,Oceania,Developing,2009,22.8,27.1,174.1935,Medio,1.2,92,65,25.7,90,92,0.17,1980,Bajo,0.52,1.2,1.2,5,Bajo,70.4
Solomon Islands,Oceania,Developing,2010,22.2,26.4,169.032,Medio,1.09,87,65,25.8,84,90,0.17,2099,Bajo,0.53,1.2,1.2,5.1,Bajo,70.7
Solomon Islands,Oceania,Developing,2011,21.6,25.6,163.8705,Medio,1.03,99,65,25.9,97,99,0.17,2195,Medio,0.54,1.2,1.2,5.2,Bajo,71
Solomon Islands,Oceania,Developing,2012,21,24.9,158.7095,Medio,0.97,99,65,25.9,88,99,0.17,2178,Medio,0.56,1.2,1.2,5.2,Bajo,71.3
Solomon Islands,Oceania,Developing,2013,20.5,24.2,155.1685,Medio,0.94,94,65,26,85,94,0.17,2232,Medio,0.57,1.1,1.2,5.3,Bajo,71.6
Solomon Islands,Oceania,Developing,2014,19.9,23.4,151.628,Medio,0.95,88,65,26.1,78,88,0.17,2195,Medio,0.59,1.1,1.2,5.3,Bajo,71.9
Solomon Islands,Oceania,Developing,2015,19.3,22.7,148.087,Medio,1.01,98,65,26.2,85,98,0.17,2167,Bajo,0.6,1.1,1.2,5.4,Bajo,72.2
Somalia,Africa,Developing,2000,104.4,172.7,355.929,Alto,0,42,64,22.1,37,33,0.13,174,Bajo,8.87,8,7.9,2.1,Bajo,50.9
Somalia,Africa,Developing,2001,104.4,172.7,353.231,Alto,0,42,64,22.2,33,33,0.13,183,Bajo,9.19,7.9,7.7,2.1,Bajo,51.2
Somalia,Africa,Developing,2002,104.4,172.7,350.5325,Alto,0,42,64,22.2,40,40,0.13,192,Bajo,9.5,7.8,7.6,2.1,Bajo,51.5
Somalia,Africa,Developing,2003,104.4,172.7,347.234,Alto,0,42,64,22.3,40,40,0.13,202,Bajo,9.82,7.7,7.5,2.1,Bajo,51.8
Somalia,Africa,Developing,2004,104.4,172.7,343.935,Alto,0,42,64,22.4,30,30,0.13,213,Bajo,10.13,7.6,7.4,2.1,Bajo,52
Somalia,Africa,Developing,2005,104.4,172.6,340.636,Alto,0,42,64,22.5,35,35,0.13,225,Bajo,10.45,7.5,7.3,2.1,Bajo,52.3
Somalia,Africa,Developing,2006,104,172,337.337,Alto,1e-4,42,64,22.5,26,26,0.13,237,Bajo,10.76,7.4,7.2,2.1,Bajo,52.7
Somalia,Africa,Developing,2007,103,170.1,334.038,Alto,3e-4,42,64,22.6,40,40,0.13,250,Bajo,11.08,7.3,7.1,2.1,Bajo,53
Somalia,Africa,Developing,2008,101.1,166.5,331.401,Alto,0,42,64,22.7,40,31,0.13,265,Bajo,11.4,7.2,7,2.1,Bajo,53.3
Somalia,Africa,Developing,2009,98.7,161.9,328.7635,Alto,0,42,64,22.7,41,42,0.13,280,Bajo,11.72,7.1,6.9,2.1,Bajo,53.7
Somalia,Africa,Developing,2010,96.2,157.4,326.1265,Alto,0,42,64,22.8,49,45,0.13,296,Bajo,12.04,7,6.8,2.1,Bajo,54
Somalia,Africa,Developing,2011,93.8,152.8,323.489,Alto,0,42,64,22.9,49,41,0.13,313,Bajo,12.38,6.9,6.7,2.1,Bajo,54.3
Somalia,Africa,Developing,2012,91,147.8,320.8515,Alto,0,42,64,22.9,47,42,0.13,331,Bajo,12.72,6.8,6.7,2.1,Bajo,54.7
Somalia,Africa,Developing,2013,88.4,143,316.669,Alto,0,42,64,23,47,42,0.13,330,Bajo,13.06,6.8,6.6,2.1,Bajo,55.1
Somalia,Africa,Developing,2014,85.9,138.4,312.486,Alto,0,42,64,23.1,47,42,0.13,346,Bajo,13.42,6.7,6.5,2.1,Bajo,55.5
Somalia,Africa,Developing,2015,83.6,134.3,308.303,Alto,0,42,64,23.1,47,42,0.13,386,Bajo,13.8,6.6,6.4,2.1,Bajo,55.9
South Africa,Africa,Developing,2000,47.7,71.5,434.1365,Alto,7.7,73,62,26.1,71,73,12.36,4930,Medio,44.97,16.3,19.1,8.8,Medio,56
South Africa,Africa,Developing,2001,47.8,73.1,460.7075,Alto,7.56,72,54,26.2,71,71,12.31,4996,Medio,45.57,15.4,18.1,7.5,Medio,55.1
South Africa,Africa,Developing,2002,47.9,74.3,487.278,Alto,7.47,72,46,26.3,70,70,12.12,5116,Medio,46.15,14.5,17.1,8.5,Medio,54.3
South Africa,Africa,Developing,2003,48.4,75.7,494.388,Alto,7.32,71,52,26.4,70,69,11.87,5203,Medio,46.72,13.5,16.1,8.8,Medio,53.7
South Africa,Africa,Developing,2004,49.4,77.7,501.4985,Alto,7.2,76,51,26.5,73,74,11.64,5374,Medio,47.29,12.6,15,8.8,Medio,53.4
South Africa,Africa,Developing,2005,49.4,78.8,508.6085,Alto,7.17,79,48,26.6,75,79,11.43,5588,Medio,47.88,11.6,13.9,8.9,Medio,53.4
South Africa,Africa,Developing,2006,48.7,79.2,515.718,Alto,7.3,83,53,26.6,79,82,11.13,5827,Medio,48.49,10.6,12.8,9,Medio,53.8
South Africa,Africa,Developing,2007,46.6,75.3,522.8285,Alto,7.5,83,49,26.7,79,82,10.86,6060,Medio,49.12,9.7,11.7,9.1,Medio,54.5
South Africa,Africa,Developing,2008,43,68.9,498.352,Alto,7.46,76,54,26.8,77,79,10.58,6171,Medio,49.78,8.9,10.7,9.7,Alto,55.4
South Africa,Africa,Developing,2009,38.4,60.3,473.875,Alto,7.25,74,63,26.9,75,76,10.13,5992,Medio,50.48,8.1,9.8,10.1,Alto,56.5
South Africa,Africa,Developing,2010,34.4,52,449.3985,Alto,7.07,71,55,26.9,72,72,9.52,6085,Medio,51.22,7.3,8.9,10,Alto,57.7
South Africa,Africa,Developing,2011,32.1,45.6,424.9215,Alto,7.17,76,54,27,71,69,9.01,6183,Medio,52,6.6,8,9.9,Alto,58.9
South Africa,Africa,Developing,2012,31,41.5,400.445,Alto,7.22,68,53,27.1,69,65,8.52,6232,Medio,52.83,6,7.3,9.8,Alto,60.1
South Africa,Africa,Developing,2013,30.1,39.3,384.094,Alto,7.21,73,50,27.1,79,73,7.97,6285,Medio,53.69,5.4,6.5,9.9,Alto,61.1
South Africa,Africa,Developing,2014,29.4,37.6,367.7435,Alto,7.21,85,55,27.2,85,77,7.47,6274,Medio,54.54,4.9,5.9,10,Alto,62
South Africa,Africa,Developing,2015,28.6,36.3,351.3925,Alto,7.2,75,59,27.2,85,75,6.91,6260,Medio,55.39,4.4,5.3,10.1,Alto,62.6
Spain,European Union,Developed,2000,4.4,5.4,83.203,Bajo,11.61,77,92,26.1,95,95,0.11,23938,Alto,40.57,0.6,0.5,8.4,Medio,79
Spain,European Union,Developed,2001,4.3,5.3,81.959,Bajo,12.01,83,92,26.1,95,96,0.1,24708,Alto,40.85,0.6,0.5,8.5,Medio,79.4
Spain,European Union,Developed,2002,4.2,5.1,80.4485,Bajo,10.41,82,92,26.2,98,98,0.09,25026,Alto,41.43,0.6,0.5,8.5,Medio,79.6
Spain,European Union,Developed,2003,4.1,5,80.6985,Bajo,11.04,81,92,26.2,99,98,0.09,25311,Alto,42.19,0.6,0.5,8.6,Medio,79.6
Spain,European Union,Developed,2004,3.9,4.9,77.449,Bajo,11.32,97,91,26.2,97,97,0.09,25655,Alto,42.92,0.6,0.5,8.6,Medio,79.9
Spain,European Union,Developed,2005,3.8,4.7,75.851,Bajo,11.92,96,92,26.2,96,96,0.09,26146,Alto,43.65,0.6,0.5,8.9,Medio,80.2
Spain,European Union,Developed,2006,3.7,4.5,73.3,Bajo,11.86,97,94,26.2,98,98,0.09,26763,Alto,44.4,0.6,0.5,9,Medio,80.8
Spain,European Union,Developed,2007,3.6,4.4,71.7905,Bajo,11.05,96,95,26.2,96,96,0.09,27219,Alto,45.23,0.6,0.5,9.1,Medio,80.9
Spain,European Union,Developed,2008,3.4,4.2,70.114,Bajo,10.24,97,94,26.2,97,97,0.09,27026,Alto,45.95,0.6,0.5,9.2,Medio,81.2
Spain,European Union,Developed,2009,3.3,4,67.2055,Bajo,9.99,96,90,26.2,96,96,0.09,25779,Alto,46.36,0.6,0.5,9.3,Medio,81.5
Spain,European Union,Developed,2010,3.1,3.8,64.95,Bajo,8.94,97,92,26.2,97,97,0.09,25703,Alto,46.58,0.6,0.5,9.4,Medio,81.6
Spain,European Union,Developed,2011,3,3.7,63.491,Bajo,8.74,97,91,26.1,97,97,0.09,25403,Alto,46.74,0.6,0.5,9.5,Medio,82.5
Spain,European Union,Developed,2012,2.9,3.6,61.3175,Bajo,8.6,96,90,26.1,96,97,0.09,24635,Alto,46.77,0.6,0.5,9.5,Medio,82.4
Spain,European Union,Developed,2013,2.8,3.5,59.454,Bajo,8.55,95,91,26,96,96,0.09,24361,Alto,46.62,0.6,0.5,9.5,Medio,83.1
Spain,European Union,Developed,2014,2.8,3.4,57.9985,Bajo,7.85,96,93,26,97,97,0.09,24772,Alto,46.48,0.6,0.5,9.7,Alto,83.2
Spain,European Union,Developed,2015,2.7,3.3,57.9025,Bajo,10.35,97,94,26,97,97,0.09,25742,Alto,46.44,0.6,0.5,9.7,Alto,82.8
Sri Lanka,Asia,Developing,2000,14.2,16.5,165.2695,Medio,1.45,86,78,21.5,99,99,0.02,1923,Bajo,18.78,15.3,15.5,10,Alto,71.3
Sri Lanka,Asia,Developing,2001,13.7,16,152.664,Medio,1.68,86,52,21.6,98,98,0.02,1880,Bajo,18.91,15.4,15.6,10.2,Alto,72.2
Sri Lanka,Asia,Developing,2002,13.4,15.5,140.0585,Medio,1.62,86,92,21.7,98,98,0.02,1939,Bajo,19.06,15.4,15.6,10.2,Alto,73.1
Sri Lanka,Asia,Developing,2003,13,15.1,137.477,Medio,1.69,86,90,21.8,98,99,0.02,2037,Bajo,19.22,15.4,15.5,10.2,Alto,73.8
Sri Lanka,Asia,Developing,2004,17.7,28.9,134.895,Medio,1.56,62,95,21.9,97,97,0.02,2130,Bajo,19.39,15.4,15.5,10.3,Alto,74.3
Sri Lanka,Asia,Developing,2005,12.2,14.2,132.3135,Medio,1.97,99,99,22,99,99,0.02,2245,Medio,19.54,15.4,15.5,10.4,Alto,74.7
Sri Lanka,Asia,Developing,2006,11.6,13.5,129.7315,Medio,1.96,98,98,22.1,98,98,0.02,2398,Medio,19.7,15.4,15.5,10.5,Alto,74.9
Sri Lanka,Asia,Developing,2007,11,12.8,127.15,Bajo,2.29,98,97,22.2,98,98,0.02,2543,Medio,19.84,15.4,15.5,10.6,Alto,75
Sri Lanka,Asia,Developing,2008,10.5,12.2,124.8175,Bajo,2.1,98,97,22.3,98,98,0.02,2675,Medio,19.98,15.4,15.4,11,Alto,75.2
Sri Lanka,Asia,Developing,2009,13.9,21.3,122.485,Bajo,2.05,97,97,22.4,97,97,0.02,2750,Medio,20.12,15.3,15.4,10.9,Alto,75.3
Sri Lanka,Asia,Developing,2010,9.8,11.4,120.153,Bajo,2.31,99,99,22.5,99,99,0.01,2950,Medio,20.26,15.3,15.3,10.8,Alto,75.4
Sri Lanka,Asia,Developing,2011,9.4,10.9,117.8205,Bajo,3.03,99,99,22.6,99,99,0.01,3177,Medio,20.4,15.3,15.3,10.8,Alto,75.6
Sri Lanka,Asia,Developing,2012,8.9,10.4,115.4885,Bajo,2.89,99,99,22.7,99,99,0.01,3463,Medio,20.43,15.3,15.2,10.9,Alto,75.8
Sri Lanka,Asia,Developing,2013,8.4,9.8,113.3855,Bajo,2.65,99,99,22.8,99,99,0.01,3553,Medio,20.59,15.2,15.1,10.9,Alto,76
Sri Lanka,Asia,Developing,2014,7.9,9.3,111.2825,Bajo,2.45,99,99,22.9,99,99,0.01,3694,Medio,20.78,15.2,15,10.9,Alto,76.1
Sri Lanka,Asia,Developing,2015,7.5,8.7,109.1795,Bajo,2.72,99,99,23,99,99,0.01,3844,Medio,20.97,15.1,15,10.9,Alto,76.3
St. Lucia,Central America and Caribbean,Developing,2000,15.6,18.4,177.7395,Medio,12.8,90,83,26.9,70,70,0.4,9327,Alto,0.16,4.5,4.5,7,Medio,73.3
St. Lucia,Central America and Caribbean,Developing,2001,15.6,18.3,174.9465,Medio,12.92,90,83,27.1,99,99,0.4,8927,Alto,0.16,4.5,4.5,7.1,Medio,73.5
St. Lucia,Central America and Caribbean,Developing,2002,15.6,18.2,172.154,Medio,13.15,90,83,27.2,90,74,0.4,8896,Alto,0.16,4.4,4.5,7.2,Medio,73.6
St. Lucia,Central America and Caribbean,Developing,2003,15.7,18.3,167.83,Medio,13.78,84,83,27.4,91,90,0.4,9209,Alto,0.16,4.4,4.4,7.3,Medio,73.8
St. Lucia,Central America and Caribbean,Developing,2004,15.8,18.3,163.506,Medio,12.58,91,83,27.6,91,91,0.4,9800,Alto,0.16,4.4,4.4,7.4,Medio,74
St. Lucia,Central America and Caribbean,Developing,2005,16,18.4,159.182,Medio,12.87,95,83,27.8,95,95,0.4,9665,Alto,0.16,4.4,4.4,7.5,Medio,74.1
St. Lucia,Central America and Caribbean,Developing,2006,16.1,18.6,154.8585,Medio,13.02,85,83,28,85,85,0.4,10141,Alto,0.17,4.3,4.4,7.6,Medio,74.3
St. Lucia,Central America and Caribbean,Developing,2007,16.4,18.8,150.5345,Medio,12.59,99,83,28.2,99,99,0.4,10174,Alto,0.17,4.3,4.4,7.7,Medio,74.4
St. Lucia,Central America and Caribbean,Developing,2008,16.6,19,148.7125,Medio,12.05,96,83,28.4,96,96,0.4,10528,Alto,0.17,4.3,4.4,7.8,Medio,74.6
St. Lucia,Central America and Caribbean,Developing,2009,16.9,19.3,146.8905,Medio,11.06,95,83,28.6,95,95,0.4,10099,Alto,0.17,4.3,4.4,7.9,Medio,74.7
St. Lucia,Central America and Caribbean,Developing,2010,17.3,19.7,145.0685,Medio,10.33,97,83,28.7,97,97,0.4,10151,Alto,0.17,4.3,4.3,8.4,Medio,74.9
St. Lucia,Central America and Caribbean,Developing,2011,17.7,20,143.2465,Medio,9.94,99,83,28.9,99,99,0.4,10619,Alto,0.18,4.3,4.3,8.4,Medio,75
St. Lucia,Central America and Caribbean,Developing,2012,18.1,20.4,141.425,Medio,9.62,98,83,29.1,98,98,0.4,10531,Alto,0.18,4.3,4.3,8.4,Medio,75.1
St. Lucia,Central America and Caribbean,Developing,2013,18.5,20.9,139.7475,Medio,8.93,99,83,29.4,99,99,0.4,10148,Alto,0.18,4.3,4.3,8.4,Medio,75.3
St. Lucia,Central America and Caribbean,Developing,2014,19,21.4,138.0705,Medio,9.18,99,83,29.6,99,99,0.4,10280,Alto,0.18,4.3,4.3,8.7,Medio,75.4
St. Lucia,Central America and Caribbean,Developing,2015,19.5,21.9,136.3935,Medio,9.23,99,83,29.8,99,99,0.4,10094,Alto,0.18,4.3,4.3,8.9,Medio,75.6
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2000,19.2,22.2,183.408,Medio,5.13,99,83,25.5,99,98,0.4,5339,Medio,0.11,4,3.9,7.6,Medio,70.8
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2001,19.1,22,182.7705,Medio,5.07,99,83,25.6,99,99,0.4,5427,Medio,0.11,3.9,3.9,7.6,Medio,70.9
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2002,19.1,21.9,182.1335,Medio,5.21,99,83,25.7,99,99,0.4,5706,Medio,0.11,3.9,3.8,7.7,Medio,71
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2003,19,21.7,179.187,Medio,5.47,99,83,25.8,99,99,0.4,6075,Medio,0.11,3.8,3.8,7.8,Medio,71.1
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2004,19,21.6,176.2405,Medio,5.77,99,83,25.9,99,99,0.4,6313,Medio,0.11,3.8,3.7,7.8,Medio,71.2
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2005,18.9,21.5,173.295,Medio,6.37,99,83,26,93,99,0.4,6465,Medio,0.11,3.7,3.7,7.9,Medio,71.3
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2006,18.8,21.3,170.3485,Medio,6.22,99,83,26.1,99,99,0.4,6918,Medio,0.11,3.7,3.6,8,Medio,71.4
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2007,18.7,21.1,167.402,Medio,6.2,99,83,26.3,99,99,0.4,7154,Medio,0.11,3.6,3.6,8.1,Medio,71.6
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2008,18.5,20.8,165.5335,Medio,7.17,99,83,26.4,99,99,0.4,7190,Medio,0.11,3.6,3.6,8.1,Medio,71.6
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2009,18.2,20.4,163.6655,Medio,6.98,99,83,26.5,99,99,0.4,7098,Medio,0.11,3.6,3.5,8.2,Medio,71.7
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2010,17.8,19.8,161.7965,Medio,7.19,99,83,26.6,99,99,0.4,6783,Medio,0.11,3.5,3.5,8.3,Medio,71.8
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2011,17.3,19.2,159.928,Medio,7.04,96,83,26.7,96,96,0.4,6738,Medio,0.11,3.5,3.5,8.4,Medio,71.8
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2012,16.8,18.6,158.0595,Medio,6.81,96,83,26.8,96,96,0.4,6810,Medio,0.11,3.5,3.5,8.5,Medio,71.9
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2013,16.2,18,156.9805,Medio,6.96,97,83,26.9,97,97,0.4,6965,Medio,0.11,3.5,3.4,8.6,Medio,71.9
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2014,15.7,17.4,155.902,Medio,7.12,98,83,27,97,98,0.4,7029,Medio,0.11,3.5,3.4,8.6,Medio,72
St. Vincent and the Grenadines,Central America and Caribbean,Developing,2015,15.2,16.7,154.8235,Medio,7.41,98,83,27.1,97,98,0.4,7207,Medio,0.11,3.5,3.4,8.6,Medio,72.1
Suriname,South America,Developing,2000,27.5,31.2,210.4495,Medio,4.46,84,16,25.4,70,71,1.01,6202,Medio,0.47,3.6,3.6,7.7,Medio,67.8
Suriname,South America,Developing,2001,26.6,30.1,211.342,Medio,4.41,84,16,25.5,65,68,0.99,6387,Medio,0.48,3.6,3.5,7.7,Medio,67.9
Suriname,South America,Developing,2002,25.7,29.1,212.234,Alto,4.58,84,16,25.6,74,73,0.98,6488,Medio,0.48,3.5,3.5,7.7,Medio,68.1
Suriname,South America,Developing,2003,24.9,28.2,207.3055,Medio,4.7,84,16,25.6,74,75,0.96,6816,Medio,0.49,3.5,3.5,7.7,Medio,68.3
Suriname,South America,Developing,2004,24.2,27.3,202.3775,Medio,4.66,84,16,25.7,84,85,0.91,7310,Medio,0.49,3.5,3.5,7.7,Medio,68.6
Suriname,South America,Developing,2005,23.5,26.5,197.449,Medio,4.52,83,16,25.8,84,83,0.85,7550,Medio,0.5,3.5,3.4,7.7,Medio,68.9
